PROV_CODE,PROV_NAME,PROVIDER_NETWORK,PROVIDER_PRACTICE,PROVIDER_REGION,PROVIDER_TOWN
23614,Aba Al Khel Medical Complex - Al Dawadmi,N15,Polyclinic,Central,Al Dawadmi
20432,Elite Hospital,A. NWR,Hospital,Central,Riyadh
24182,Adam Pharmacy Medical Company,F. NW5,Pharmacy,Central,Riyadh
24006,Maroom Riyadh Medical Center,J. ONW,Polyclinic,Central,Riyadh
22710,Balsam Elaj Generl Medical Complex,J. ONW,Clinic,Western,Al Khorma
24189,Global Excel (GEM),N14,Data Only,Overseas,U.S.A
24073,Diabetica Clinic,J. ONW,Polyclinic,Central,Riyadh
24214,Al Habib Polyclinic,D. NW3,Polyclinic,Central,Bureidah
23784,Bassam Medical Center - Duba,N15,Polyclinic,Northern,Duba
24035,Qiya General Hospital - Makkah Al Mukaramah - MOH,J. ONW,Hospital,Western,Qiya
24071,My Clinic - Al Safa,G. NW6,Polyclinic,Western,Jeddah
24100,Prince Fawaz Primary Care Center (MoH),I. SPA,Polyclinic,Western,Jeddah
24103,Thahban Primary Care Center (MoH),I. SPA,Polyclinic,Western,Jeddah
24117,Al Rawabi Primary Care Center (MoH),I. SPA,Polyclinic,Western,Jeddah
23323,Dar Al Qasr Optical Center,A. NWR,Optical,Central,Riyadh
21712,Al Modawat Specialized Medical Hospital,B. NW1,Hospital,Southern,Muhayel
24131,Medical Emergency Care Co,L. NWS,Polyclinic,Eastern,Haradh
22714,Nawajeth Dental Clinic,J. ONW,Dental,Central,Riyadh
24065,Dawaee Al Hadith Medical Complex,J. ONW,Polyclinic,Southern,Ahad Al Masarha
24161,Charite Hospital a?? Germany,N14,Data Only,Overseas,Germany
24162,Ibn Sina Primary Care - MoH,I. SPA,Polyclinic,Eastern,Jubail
23626,Al Hokamaa Specialist Medical Complex 1,H. NW7,Polyclinic,Central,Riyadh
24000,Haradh Medical Center - MOH,J. ONW,Polyclinic,Eastern,Al Hasa
20017,Al Hayat Hospital,J. ONW,Hospital,Western,Jeddah
23999,King Abdulaziz University Medical Services - Rabigh,J. ONW,Polyclinic,Western,Rabigh
22630,Al Audah Medical Center,J. ONW,Polyclinic,Eastern,Hafr Al Batin
23849,Al Sarah Hospital,J. ONW,Hospital,Southern,Baljurashi
24173,Klinikum Stuttgart - Germany,N14,Data Only,Overseas,Germany
22261,Al Fares Medical Clinic,N15,Polyclinic,Central,Riyadh
23920,Naseem Medical Center,J. ONW,Polyclinic,Central,Riyadh
22903,Dorrat Al Afiah Polyclinic,J. ONW,Polyclinic,Central,Riyadh
23308,Praha Physiotherapy Medical Center,J. ONW,Speech & Physiotherapy,Western,Jeddah
20600,Ahali Al Khorma General Medical Complex,N15,Polyclinic,Western,Al Khorma
24191,Universitatsklinikum Koln,N14,Data Only,Overseas,Germany
22785,Al Salam General Medical Complex,L. NWS,Polyclinic,Western,Jeddah
22786,Al Madina Medical Clinic,J. ONW,Polyclinic,Western,Jeddah
22057,Future Clinics,L. NWS,Polyclinic,Central,Bureidah
21451,Al Mana Medical Dispensary,B. NW1,Polyclinic,Eastern,Dammam
21853,Adwaa Al-Alami Medical Complex - Al Moroj,N15,Polyclinic,Central,Riyadh
23383,Baqa'a General Hospital - MOH,J. ONW,Hospital,Central,Baqaa
24193,Dar Al Sihha Medical Center,N15,Polyclinic,Eastern,Khobar
24178,Al Fadeylah Medical Center,N15,Polyclinic,Western,Jeddah
24246,INI - Hannover GmbHa?? Germany,N14,Data Only,Overseas,Germany
23679,King Abdullaziz Airport Medical Center-Northern Terminal-MOH,J. ONW,Polyclinic,Western,Jeddah
22893,Meraas Four Medical Company,J. ONW,Dental,Central,Riyadh
24243,Mas General Medical Complex,B. NW1,Polyclinic,Northern,Qrayat
22319,Future Medical Center,J. ONW,Polyclinic,Central,Riyadh
22317,Safa Abha Polyclinic,J. ONW,Polyclinic,Southern,Abha
23550,My Family Medical Center,N15,Polyclinic,Western,Jeddah
24108,Abruq Al Raghama Primary Care Center (MoH),I. SPA,Polyclinic,Western,Jeddah
24112,Thuwal Primary Care Center (MoH),I. SPA,Polyclinic,Western,Jeddah
24121,Ali Bin Ali Hospital,B. NW1,Hospital,Central,Riyadh
23207,Salwa General Hospital - Al Ahsa - MOH,I. SPA,Hospital,Eastern,Al Hasa
22642,Al Safa Clinic ( Hail ),N15,Polyclinic,Central,Hail
23998,Khalid Physiotherapy Center,E. NW4,Physiotherapy Center,Eastern,Hofuf
23974,Pearl Clinic,J. ONW,Polyclinic,Eastern,Khobar
22818,My Teeth Clinic Complex- Al Muzahmiah,J. ONW,Dental,Central,Al Muzahmiya
23975,Bright Pearl Clinic,J. ONW,Dental,Western,Jeddah
22625,Ram Medical Clinics Complex in Olaya,L. NWS,Dental,Eastern,Khobar
23057,Al Flaiw Polyclinic - Riad Al Kabrah,B. NW1,Polyclinic,Central,Riyadh Al Khabra
24168,Eastern Smiles Medical Complex,L. NWS,Polyclinic,Eastern,Anak
23256,Al Ryan Polyclinic - Dammam,N15,Polyclinic,Eastern,Dammam
24237,Ozone Medical Complex - Jubail,L. NWS,Dental,Eastern,Jubail
23478,Hotat Sudair Hospital - MoH,J. ONW,Hospital,Central,Hotat Sudair
22407,Dr Bader Medical Center,N15,Polyclinic,Northern,Qrayat
23483,Qatif Central Hospital - MoH,I. SPA,Hospital,Eastern,Qatif
23962,Ayat Dental Clinic,J. ONW,Dental,Western,Jeddah
22599,Al Ablan Medical Complex,J. ONW,Polyclinic,Eastern,Hafr Al Batin
21844,Abiat Al Tibb Polyclinic 2,J. ONW,Polyclinic,Central,Riyadh
23806,Sarya Medical Center - Turaif,J. ONW,Polyclinic,Northern,Turaif
23496,Crystal Dental Clinic,J. ONW,Dental,Eastern,Khobar
20160,Alawi Tunsi & Bros. Hospital,J. ONW,Hospital,Western,Makkah
24075,Al Safa 2 Primary Care (MoH),I. SPA,Polyclinic,Western,Jeddah
23742,Ghassana Sadiq Polyclinic,J. ONW,Dental,Eastern,Khobar
24076,Om Al Salam Primary Care Center (MoH),I. SPA,Polyclinic,Western,Jeddah
24104,Al Tawfeeq & Al Rabee Primary Care Center (MoH),I. SPA,Polyclinic,Western,Jeddah
24105,Al Wafaa Primary Care Center (MoH),I. SPA,Polyclinic,Western,Jeddah
24106,Al Shatee Primary Care Center (MoH),I. SPA,Polyclinic,Western,Jeddah
24113,Al Sulimaneyah Primary Care Center (MoH),I. SPA,Polyclinic,Western,Jeddah
22673,Al Aqsa Medical Polyclinic,J. ONW,Polyclinic,Western,Jeddah
23892,Fusion Medical Center,J. ONW,Polyclinic,Central,Riyadh
23187,Eye World Medical and Surgical Complex (EX Saudi Surgeon Medical Complex,F. NW5,Polyclinic,Central,Riyadh
23216,Domain Dental Center,C. NW2,Dental,Eastern,Khobar
22259,Dawaa Al Salama Polyclinic,N15,Polyclinic,Southern,Najran
24169,Sultan City Medical Center,I. SPA,Polyclinic,Central,Riyadh
23449,Darb Al Haya Clinic,I. SPA,Polyclinic,Central,Riyadh
24181,King Hussein Cancer Center,N14,Data Only,Overseas,Amman
21931,Fahad Dental Center (2),J. ONW,Dental,Central,Riyadh
24248,My Clinic - Dental,H. NW7,Dental,Western,Jeddah
21718,Al Affari Polyclinic,B. NW1,Polyclinic,Northern,Tabuk
23479,Al Amal Complex for Mental Health - MoH,I. SPA,Speech & Physiotherapy,Central,Riyadh
20300,Salamatak Medical Complex,L. NWS,Polyclinic,Central,Riyadh
21979,Al Shefaa Al Kamel General Medical Clinics,L. NWS,Polyclinic,Western,Yanbu
22783,Silver Crescent Dispensary,B. NW1,Polyclinic,Eastern,Khobar
24291,Esrar Physiotherapy Center,L. NWS,Speech & Physiotherapy,Eastern,Qatif
21978,Medical Center of Dawa Al Janoub,J. ONW,Polyclinic,Southern,Najran
22647,Elite Clinic,D. NW3,Polyclinic,Eastern,Khobar
24294,Nahdi Care Clinics - Al Samer,F. NW5,Polyclinic,Western,Jeddah
23424,Maternity and Children Hospital - Arar (MoH),I. SPA,Hospital,Northern,Arar
21809,Khalid Polyclinic 2,N15,Polyclinic,Western,Jeddah
23394,Al Lieth General Hospital - MoH,I. SPA,Hospital,Western,Al Lieth
20066,Al Mostaqbal Hospital,J. ONW,Hospital,Western,Jeddah
24347,Streifeneder Orthopadietechnik - Germany,N14,Data Only,Overseas,Germany
24348,Dr Sulaiman Al Habib Medical Center - Digital City,G. NW6,Polyclinic,Central,Riyadh
22851,Mustasharak Medical Center - Jeddah,J. ONW,Polyclinic,Western,Jeddah
24360,HHC - Al Emeis Hospital,I. SPA,Home Healthcare,Southern,Gizan
20102,GNP Clinic - Jizan,J. ONW,Dental,Southern,Gizan
24196,Al Faiha Medical Center - MoH,J. ONW,Polyclinic,Eastern,Dammam
24202,Al Budaiya Medical Center - MoH,J. ONW,Polyclinic,Eastern,Dammam
24203,Al Dahia Medical Center - MoH,J. ONW,Polyclinic,Eastern,Dammam
23856,Asda Alseha Polyclinic,B. NW1,Polyclinic,Central,Riyadh
23543,Prince Naif Rehabilitation Center,I. SPA,Speech & Physiotherapy,Eastern,Dammam
23069,Optical City 2,J. ONW,Optical,Western,Taif
23070,Optical City 3,J. ONW,Optical,Western,Taif
23396,Ad'am General Hospital - MoH,I. SPA,Hospital,Western,Ad'am
23699,King Faisal Hospital (MOH),I. SPA,Hospital,Western,Makkah
24152,Irada Complex for Mental Health in Dammam - MoH,I. SPA,Speech & Physiotherapy,Eastern,Dammam
24249,Schon Klinik Bad Aibling Harthausen a?? Germany,N14,Data Only,Overseas,Germany
24538,Al Ahly Specialist Center For Physiotherapy,F. NW5,Physiotherapy Center,Western,Jeddah
23839,Dr Kamal Shoukry Pediatric Rehab. Cente,J. ONW,Data Only,Overseas,Cairo
24722,Al Razy Middle Jubail PHC - MOH,I. SPA,Polyclinic,Eastern,Jubail
24810,Badr General Hospital - MOH,I. SPA,Hospital,Western,Badr
22035,King Fahad Hospital - Qassim - MOH,I. SPA,Hospital,Central,Bureidah
23414,King Saud Hospital - Onaizah - MOH,I. SPA,Hospital,Central,Unayzah
24042,Maternity and Children Hospital - Al Kharj - MOH,I. SPA,Hospital,Central,Al Kharj
23492,King Abdullah Medical City - Makkah (MoH),I. SPA,Hospital,Western,Makkah
23129,Prince Sultan Cardiac Center (MOH),I. SPA,Cardiac Center,Eastern,Hofuf
23369,Remah General Hospital - MoH,J. ONW,Hospital,Northern,Ramah
23410,Sabt Al Alaya General Hospital ( MOH),I. SPA,Hospital,Southern,Sabt Al Alaya
24158,Al Mutlaqia Medical Center - MoH,I. SPA,Polyclinic,Eastern,Khobar
24156,Al Dawha Medical Center - MoH,I. SPA,Polyclinic,Eastern,Khobar
24154,Al Dana Medical Center - MoH,I. SPA,Polyclinic,Eastern,Khobar
24157,Ibn Hayan Medical Center - MoH,I. SPA,Polyclinic,Eastern,Khobar
24160,Al Hizam Al Thahaby Medical Center - MoH,I. SPA,Polyclinic,Eastern,Khobar
23418,Al Aqiq Hospital - MoH,I. SPA,Hospital,Southern,Al Aqiq
23559,Dahran Al Jonub General Hospital -Aseer (MOH),I. SPA,Hospital,Southern,Dhahran Al Janoub
22601,Durat Al Ayn Optics,L. NWS,Optical,Eastern,Dammam
24037,Dhamad General Hospital - Gazan - MOH,I. SPA,Hospital,Southern,Dhamad
24447,Pioneers International Medical Center,J. ONW,Polyclinic,Western,Al Lieth
24442,Future Care Company,I. SPA,Home Healthcare,Western,Jeddah
24369,Medical World Medical Clinic Complex,L. NWS,Polyclinic,Central,Riyadh
23408,Muhayel General Hospital ( MOH),I. SPA,Hospital,Southern,Muhayel
23432,Al Nuairiyah General Hospital - MoH,I. SPA,Hospital,Eastern,Al Nuairiyah
24412,Merbaa Medical Company Center,L. NWS,Polyclinic,Central,Bureidah
24021,Maternity and Children Hospital - Bishah - MOH,I. SPA,Hospital,Southern,Bisha
24466,Nebras Health Medical Complex Branch Company,L. NWS,Dental,Western,Jeddah
20069,Dar El Hekma Medical Complex,J. ONW,Polyclinic,Central,Riyadh
23956,Rosa Polyclinic,J. ONW,Polyclinic,Northern,Qrayat
23982,Smart Lab,J. ONW,Laboratory,Central,Riyadh
23489,Al Uwaigliyah General Hospital - MoH,I. SPA,Hospital,Northern,Al Uwayqilah
22655,Zarka El Yamama Optics Est,J. ONW,Optical,Central,Riyadh
24245,Sarh Medical Care Complex,N15,Polyclinic,Central,Riyadh
20154,GNP Clinic - Al Baha,J. ONW,Dental,Southern,Al Baha
24423,HHC - Al Zafer Hospital - Najran,I. SPA,Home Healthcare,Southern,Najran
23161,Abad Specialized Clinics,J. ONW,Polyclinic,Central,Riyadh
23693,Al Zaher General Polyclinic,J. ONW,Polyclinic,Western,Makkah
23714,Selva Medical Clinic,J. ONW,Polyclinic,Central,Bureidah
22796,Al Hayat Medical Polyclinic Complex,J. ONW,Polyclinic,Western,Makkah
24127,Al Muttahidoon Al Asri General Polyclinic,N15,Polyclinic,Western,Makkah
23955,Aldara Hospital and Medical Center,J. ONW,Hospital,Central,Riyadh
23988,Arak Dental Center,J. ONW,Dental,Southern,Najran
20217,Al Jazira Polyclinic (Tabuk),L. NWS,Polyclinic,Northern,Tabuk
24064,Vital Signs Medical Center,J. ONW,Polyclinic,Eastern,Dammam
24163,Al Rakka District Primary Care - MoH,I. SPA,Polyclinic,Eastern,Dammam
24292,Rumuz Medical Complex,J. ONW,Polyclinic,Central,Hail
23985,Innovative Vision Optics,J. ONW,Optical,Eastern,Qatif
24452,Waht Alhjaz Medical Center,F. NW5,Physiotherapy Center,Western,Jeddah
24478,Miral Medical Complex,H. NW7,Dental,Central,Riyadh
20103,GNP Clinic - Madinah,J. ONW,Dental,Western,Madinah
24352,Fares Medical Complex 2,J. ONW,Polyclinic,Central,Riyadh
24066,Taheel Physical Therapy Rehabilitation Center,J. ONW,Speech & Physiotherapy,Central,Unayzah
24346,Al Hanan Al Mutamaiz Medical Center,J. ONW,Polyclinic,Western,Jeddah
24343,Eyas Medical Center,J. ONW,Polyclinic,Western,Jeddah
22800,Madaar Al Shefa Dental Polyclinic - Makkah,L. NWS,Dental,Western,Makkah
24389,Al Sawary Health Care Center - MoH,I. SPA,Polyclinic,Western,Jeddah
23403,Tabarjal General Hospital ( MOH ),I. SPA,Hospital,Northern,Tabarjal
24208,Dammam Eskan Medical Center - MoH,I. SPA,Polyclinic,Eastern,Dammam
24209,Uhud Al Gharbi Medical Center - MoH,I. SPA,Polyclinic,Eastern,Khobar
24419,Nahdi Care Clinics - Taif,F. NW5,Polyclinic,Western,Taif
23519,Dar Teb Aseer Medical Complex,J. ONW,Polyclinic,Southern,Abha
22356,Al Badr Medical Complex,L. NWS,Polyclinic,Western,Makkah
24411,Blue Deem Medical Center,L. NWS,Polyclinic,Central,Bureidah
23881,Al Abeer Opticals - Shumaisy,L. NWS,Optical,Central,Riyadh
23518,Al Salam Hospital - Riyadh,L. NWS,Hospital,Central,Riyadh
24391,Nahdi Care Clinics a?? Makkah,F. NW5,Polyclinic,Western,Makkah
23877,Al Abeer Opticals - Al Sharafiyah,L. NWS,Optical,Western,Jeddah
24222,Al Majidia District Medical Center - MoH,I. SPA,Polyclinic,Eastern,Qatif
24225,Sanabes Medical Center - MoH,I. SPA,Polyclinic,Eastern,Qatif
24226,Al Rida District Medical Center - MoH,I. SPA,Polyclinic,Eastern,Qatif
24227,Al Tobi Medical Center - MoH,I. SPA,Polyclinic,Eastern,Qatif
24228,Um Al Hamam Medical Center - MoH,I. SPA,Polyclinic,Eastern,Qatif
24229,Al Nasrah Medical Center - MoH,I. SPA,Polyclinic,Eastern,Qatif
24234,Al Qudeih 2 Medical Center - MoH,I. SPA,Polyclinic,Eastern,Qatif
24235,Al Khoeldia Medical Center - MoH,I. SPA,Polyclinic,Eastern,Qatif
24398,Erada Complex  - MoH,I. SPA,Hospital,Western,Jeddah
23387,Prince Abdel Muhsin Hospital (Ola) - MoH,I. SPA,Hospital,Northern,Al Ula
23452,Samaya Advanced & Cosmetic Dentistry,J. ONW,Dental,Western,Jeddah
23770,Enayat Al Hawra Polyclinic,N15,Polyclinic,Northern,Umluj
22396,Bugshan Vision,J. ONW,Optical,Western,Jeddah
24456,Medical Takhsosat Company,L. NWS,Polyclinic,Central,Unayzah
23158,Al Hayat Polyclinic 2,F. NW5,Polyclinic,Central,Riyadh
20105,Al Hayat National Polyclinic,F. NW5,Polyclinic,Central,Riyadh
23022,Al Duliman Optics - Rashed Mall,B. NW1,Optical,Eastern,Khobar
22706,Kental Dental Center (1),E. NW4,Dental,Central,Riyadh
23790,Nibras Al Seha Medical Center,L. NWS,Polyclinic,Western,Jeddah
22957,KAUST - Dr SFH,J. ONW,Hospital,Western,Thuwal
23274,Dr Taher Al Bahrani Specialist Polyclinic,L. NWS,Polyclinic,Eastern,Al Hasa
23127,Icon Medical Company,E. NW4,Polyclinic,Southern,Abu Arish
22779,Kadoon Dental Center 2,G. NW6,Dental,Central,Riyadh
24418,Excellence Medical Center - Dammam,L. NWS,Polyclinic,Eastern,Dammam
24457,Al Sharaq Polyclinic,L. NWS,Polyclinic,Central,Riyadh
24372,Dallah Care Medical,H. NW7,Polyclinic,Central,Riyadh
24022,Huraimyla General Hospital - MOH,I. SPA,Hospital,Central,Huraymila
24397,Saudi German Hospital - Makkah,H. NW7,Hospital,Western,Makkah
24170,Jazan General Hospital - MoH,I. SPA,Hospital,Southern,Gizan
24238,Sham Diamond Polyclinic,J. ONW,Polyclinic,Western,Al Lieth
23913,Dr Hamzah Medical Clinic,L. NWS,Polyclinic,Southern,Abha
24401,Maternity and Children's Specialized Hospital in Jeddah - MoH,I. SPA,Hospital,Western,Jeddah
23950,Nakaa Medical Polyclinic,L. NWS,Polyclinic,Northern,Al Ula
24207,Badr Al Gharbi Medical Center 2 - MoH,I. SPA,Polyclinic,Eastern,Dammam
21895,King Abdullah Hospital - Bisha (MoH),I. SPA,Hospital,Southern,Bisha
24426,Nahdi Care Clinics - Al Madinah,F. NW5,Polyclinic,Western,Madinah
24186,Ghaya Pharmacy Medical,J. ONW,Pharmacy,Western,Makkah
24067,Siba Smile Dental Clinic,J. ONW,Dental,Eastern,Dammam
22788,Al Mowadah Clinic - Wadi Al Dawaser,J. ONW,Polyclinic,Central,Wadi Al Dawaser
23379,Lavander Medical Clinic,J. ONW,Polyclinic,Central,Riyadh
23645,International Physiotherapy Center,J. ONW,Speech & Physiotherapy,Western,Jeddah
23261,Majid Naji Optics 3,J. ONW,Optical,Western,Yanbu
23627,Shams Al Tadawee Medical Complex,B. NW1,Polyclinic,Central,Wadi Al Dawaser
23539,Pyramid Care Polyclinic,J. ONW,Polyclinic,Central,Riyadh
24460,Dr Sulaiman Al Habib Medical Center a?? KAEC,G. NW6,Polyclinic,Western,Rabigh
24206,Al Atheer Medical Center in Dammam - MoH,I. SPA,Polyclinic,Eastern,Dammam
20207,Al Nowaimah National Polyclinic,N15,Polyclinic,Central,Wadi Al Dawaser
21695,Typical Medical Clinic Complex,N15,Polyclinic,Central,Riyadh
23248,Al Ajaji Medical Complex,N15,Polyclinic,Central,Riyadh
22262,Shaza Medical Clinic Co,N15,Polyclinic,Central,Riyadh
23544,Dar Al Salam Polyclinic Complex,N15,Polyclinic,Western,Madinah
23159,King Abdulaziz University - Faculty of Medicine Experience House,I. SPA,Hospital,Western,Jeddah
22438,Abdulrahman Moala Al Sahly Medical Complex,N15,Polyclinic,Western,Jeddah
23368,Aflaj General Hospital - MoH,I. SPA,Hospital,Central,Al Aflaj
23475,Al Sulayel General Hospital - MoH,I. SPA,Hospital,Central,As Sulayyil
24415,Andalusia Hospital,H. NW7,Hospital,Western,Jeddah
24390,Bassam Medical Center - Sharmaa,N15,Polyclinic,Northern,Sharma
23779,Al Faysal Polyclinic - 3,J. ONW,Polyclinic,Western,Jeddah
23739,Al Alameya Polyclinic,L. NWS,Polyclinic,Western,Jeddah
23427,Rafhaa General Hospital - MoH,I. SPA,Hospital,Northern,Rafha'a
24383,Al Ajaweed Health Center - MoH,I. SPA,Polyclinic,Western,Jeddah
23628,Al Amal Polyclinic - Al Wajh,L. NWS,Polyclinic,Northern,Al Wajh
22594,Al Salamah & Al Hayat Polyclinic,L. NWS,Polyclinic,Northern,Umluj
23027,Al Duliman Optics - Qatif,B. NW1,Optical,Eastern,Qatif
23930,Al Duliman Optics - Al Khayat,B. NW1,Optical,Western,Jeddah
23927,Al Duliman Optics - Al Nakheel,B. NW1,Optical,Eastern,Hofuf
23781,Al Duliman Optics - Al Jubail,B. NW1,Optical,Eastern,Jubail
23031,Al Duliman Optics - Dahran Mall,B. NW1,Optical,Eastern,Dahran
23025,Al Duliman Optics - Al Khafji,B. NW1,Optical,Eastern,Khafji
23929,Al Duliman Optics - Al Takhsusi,B. NW1,Optical,Central,Riyadh
23028,Al Duliman Optics - Nakheel Mall,B. NW1,Optical,Eastern,Dammam
24388,Salhiya Health Care Center - MoH,I. SPA,Polyclinic,Western,Jeddah
24410,The Modern Al Hikma Medical Complex,B. NW1,Polyclinic,Northern,Sakaka
22031,International Renal Care Center,H. NW7,Dialysis Center,Western,Jeddah
23431,Sharoorah General Hospital - MoH,I. SPA,Hospital,Southern,Sharoorah
23821,Roaa Medical Services Co,J. ONW,Home Healthcare,Eastern,Khobar
24405,High Care Company Medical Center - 2,L. NWS,Polyclinic,Central,Al Rass
24197,Al Jamayeen Medical Center - MoH,I. SPA,Polyclinic,Eastern,Dammam
20101,TADAWI MEDICAL HOSPITAL,L. NWS,Hospital,Southern,Khamis Mushayt
24166,Khutwat Tadawi Medical Center,J. ONW,Polyclinic,Western,Jeddah
23944,National Home for Health Services,J. ONW,Home Healthcare,Central,Riyadh
24453,Ocean Medical Complex,L. NWS,Polyclinic,Central,Dhrama
24461,Dr Sulaiman Al Habib Medical Center - Bureidah,G. NW6,Polyclinic,Central,Bureidah
21743,Al Maghlouth Medical Polyclinics,N15,Polyclinic,Eastern,Al Mubaraz
21845,Al Maali Medical Company - Bureidah,J. ONW,Polyclinic,Central,Bureidah
24443,Tabibi Medical Complex,L. NWS,Polyclinic,Southern,Abu Arish
23675,Twareat Sabic Field Visit Clinic,J. ONW,In-house Clinic,Eastern,Khobar
22099,Al Abeer Clinic - Bawadi,L. NWS,Polyclinic,Western,Jeddah
22717,Mirad Medical Clinic,N15,Polyclinic,Central,Riyadh
23715,Abas Dental Clinic,J. ONW,Dental,Central,Riyadh
24467,Al Bader El Himma Medical Servies Center,I. SPA,Home Healthcare,Western,Jeddah
22614,Zain Medical Center,J. ONW,Polyclinic,Southern,Najran
24317,Badir United For Health Care Services (Cura Urgent Care),J. ONW,Polyclinic,Western,Jeddah
24374,Al Sharafiya Health Care Center - MoH,I. SPA,Polyclinic,Western,Jeddah
23366,Dhrama General Hospital -  MOH,I. SPA,Hospital,Central,Dhrama
23344,Al Buruj L.L.C,J. ONW,Hospital,Overseas,Cairo
24376,Oyoun Retaj Optics,A. NWR,Optical,Northern,Al Wajh
24441,Aloe Vera Medical Center,L. NWS,Polyclinic,Southern,Abha
23886,Ittihad Al Hadara Specialist Medical Complex,N15,Polyclinic,Southern,Abha
24427,Clinics Secret Smile Dental in Qatif,B. NW1,Dental,Eastern,Qatif
24465,West Jeddah Hospital  (Dr Suliman Al Habib Medical Center - Jeddah),H. NW7,Hospital,Western,Jeddah
24470,Advanced Excellence Co,I. SPA,Home Healthcare,Western,Jeddah
24199,Taiba Medical Center - MoH,I. SPA,Polyclinic,Eastern,Dammam
24464,Global Medical Complex- Al Mansurah,L. NWS,Polyclinic,Central,Riyadh
24159,Al Khobar Al Janooby Medical Center - MoH,I. SPA,Polyclinic,Eastern,Khobar
24155,Al Khozama Medical Center - MoH,I. SPA,Polyclinic,Eastern,Khobar
22038,Qurayat General Hospital (MoH),I. SPA,Hospital,Northern,Qrayat
23580,Factories Medical Care Polyclinic,N15,Polyclinic,Central,Riyadh
21869,Al Shaeir General Medical Complex,J. ONW,Polyclinic,Southern,Bisha
23889,Modern Dawaa Al Salama Polyclinic,J. ONW,Polyclinic,Southern,Najran
24448,Al Ashiri Dental Complex,J. ONW,Dental,Western,Al Qawz
22039,Sarat Obeidah Hospital - Aseer (MoH),I. SPA,Hospital,Southern,Sarat Obaidah
24434,Medical Kidney Care Company,B. NW1,Dialysis Center,Central,Riyadh
23900,Magrabi Eye Ear & Dental Center - Al Kharj,J. ONW,Dental & Eye Center,Central,Al Kharj
24417,Landmark Center,L. NWS,Physiotherapy Center,Eastern,Qatif
